title,url,rating,votes,title_lemmas,Жанр,Режиссер,Продюсер,Сценарист,Композитор,Страна,Монтажер,Художник-постановщик,Оператор,Формат,Год,Хронометраж,Сборы в России,Зрители в России,Бюджет,Сборы в мире,Сборы в США,Дата релиза в РФ,Мировая премьера,Релиз на DVD,Релиз на Blu-Ray,Дата ре-релиза в РФ
"Папа, сдохни",https://www.filmpro.ru/movies/342811,9.9,10467,"['папа', 'сдохнуть']",['Комедия'],['Кирилл Соколов'],"['Софико Кикнавелидзе', 'Елена Геладзе']",['Кирилл Соколов'],[],['Россия'],[],"['Наталья Белоусова', 'Виктор Зудин']",['Дмитрий Улюкаев'],[],2018,100.0,,,,,,2019,,,,
Золотая перчатка,https://www.filmpro.ru/movies/343787,9.8,6293,"['золотой', 'перчатка']","['Драма', 'Триллер', 'Ужасы', 'Криминал']",['Фатих Акин'],"['Фатих Акин', 'Клаус Спиннлер']","['Фатих Акин', 'Хайнц Штрунк']",[],"['Германия', 'Франция']",['Эндрю Бёрд'],['Тамо Кунц'],['Райнер Клаусманн'],[],2019,115.0,,,,,,2019,2019.0,,,
Шевели ластами 2,https://www.filmpro.ru/movies/8556,9.5,169,"['шевели', 'ласт']","['Мультфильм', 'Приключения']","['Бен Стассен', 'Винсент Кестелут']","['Домоник Парис', 'Джина Галло', 'Мими Мэйнард']",['Домоник Парис'],['Рамин Джавади'],[],[],[],[],"['2D', '3D']",2012,92.0,2644182.0,447321.0,,,,2012,2012.0,2013.0,2013.0,
Упс... Ной уплыл!,https://www.filmpro.ru/movies/334010,9.5,170,"['упс', 'ной', 'уплыть']","['Комедия', 'Мультфильм', 'Приключения']","['Тоби Генкель', 'Шон МакКормак']","['Жан Гуссен', 'Яна Бол', 'Эмели Кристианс']","['Марк Ходкинсон', 'Тоби Генкель', 'Франциска Фриде']",['Стефен МакКеон'],"['Люксембург', 'Ирландия', 'Германия', 'Бельгия']",['Франциска Фриде'],[],[],"['2D', '3D']",2015,87.0,1291796.0,452640.0,,,,2015,2015.0,,,
Ледниковый период 2: Глобальное потепление,https://www.filmpro.ru/movies/8843,9.5,316,"['ледниковый', 'период', 'глобальный', 'потепление']","['Боевик', 'Мультфильм', 'Приключения']",['Карлос Салдана'],[],[],['Уилл Эванс'],['США'],[],[],[],[],2006,91.0,17255243.0,4423445.0,80000000.0,623829763.0,195330621.0,2006,2006.0,2011.0,,
Шевели ластами!,https://www.filmpro.ru/movies/6190,9.5,197,"['шевели', 'ласт']","['Мультфильм', 'Приключения']",['Бен Стассен'],"['Адриан Политковский', 'Бен Стассен', 'Жилль Уотеркейн', 'Надя Хамличи', 'Джереми Бурдек', 'Домоник Парис', 'Кэролайн Ван Айсегем', 'Эрик Дилленс', 'Джина Галло', 'Мими Мэйнард']",['Домоник Парис'],['Рамин Джавади'],[],[],[],[],"['2D', '3D']",2010,88.0,2465715.0,381921.0,,72100000.0,,2010,2010.0,2010.0,,
Большой собачий побег,https://www.filmpro.ru/movies/335941,9.5,213,"['большой', 'собачий', 'побег']","['Комедия', 'Мультфильм', 'Приключения']",['Альберто Родригез'],"['Филлис Лэйн', 'Джефф Белл', 'Ибон Корменсана']",['Хуан Рамно Руиз де Сомавиа'],['Фернандо Веласкес'],"['Канада', 'Испания']",[],[],[],[],2016,90.0,1086625.0,360078.0,,,,2016,,,,
Не бей копытом,https://www.filmpro.ru/movies/13542,9.5,360,"['бить', 'копытом']","['Комедия', 'Мультфильм', 'Семейный фильм']","['Уилл Финн', 'Джон Санфорд']","['Дэвид Дж. Стейнберг', 'Элис Дьюи']","['Донни Лонг', 'Джон Нортон', 'Уилл Финн', 'Кейт Бакстер', 'Ральф Зондаг', 'Ширли Пирс', 'Дон Холл', 'Брайан Пиментал', 'Марк Кеннеди', 'Джон Санфорд', 'Роберт Ленс', 'Майкл Лакер', 'Майк Кункель', 'Сэм Дж. Ливайн', 'Джейсон Летко', 'Майкл ЛаБаш', 'Дави Лью', 'Дэвид Моусес Пиментел']",['Алан Менкен'],['США'],['Х. Ли Петерсон'],['Дэвид Катлер'],[],[],2004,76.0,773751.0,0.0,,,,2004,2004.0,2009.0,,
Побег из курятника,https://www.filmpro.ru/movies/5136,9.5,216,"['побег', 'курятник']","['Комедия', 'Мультфильм', 'Приключения']","['Ник Парк', 'Питер Лорд']","['Джеффри Катценберг', 'Jacky Chrisp', 'Джэйк Эбертс']","['Марк Бертон', 'Кэри Киркпатрик', 'Джон О’Фэррелл']","['Гарри Грегсон-Уильямс', 'Джон Пауэлл']",[],[],[],"['Энди МакКормэк', 'Тристан Оливер', 'Саймон Джейкобс']",[],2000,84.0,75550.0,0.0,42000000.0,171893915.0,106793915.0,2001,2000.0,,,
Сезон охоты 3,https://www.filmpro.ru/movies/24661,9.5,220,"['сезон', 'охота']","['Комедия', 'Мультфильм', 'Приключения']",['Коуди Камерон'],['Кирк Бодифелт'],[],['Джефф Кардони'],[],"['Нэнси Фрэйзен', 'Джимми Сандовал', 'Артур Д. Нода']",[],[],[],2010,75.0,5259789.0,1113588.0,,,,2010,2010.0,,,
Реальная белка 3D,https://www.filmpro.ru/movies/9142,9.5,275,"['реальный', 'белка']","['Комедия', 'Мультфильм', 'Приключения']",['Питер Лепениотис'],"['Дэниэл Ву', 'Грэхэм Молой', 'Том Чэпман', 'Том Юн', 'Чжон У Кён', 'Хонгджу Ан']",['Лорн Кэмерон'],['Пол Интсон'],"['США', 'Канада', 'Южная Корея']",['Пол Хантер'],[],[],"['2D', '3D']",2014,85.0,4726262.0,833193.0,42000000.0,,,2014,2014.0,2014.0,2014.0,
Вэлиант: Пернатый спецназ,https://www.filmpro.ru/movies/11659,9.5,180,"['вэлиант', 'пернатый', 'спецназ']","['Комедия', 'Мультфильм', 'Приключения']",['Гари Чэпман'],"['Роберт Джонс', 'Кейт Эванс', 'Барнеби Томпсон', 'Ральф Кэмп', 'Джон Х. Уильямс', 'Нил Браун', 'Кертис Огспургер', 'Марси Ливайн', 'Том Джакомб', 'Бакли Коллам', 'Эрик М. Беннетт']","['Джордж Уэбстер', 'Джордан Кац', 'Джордж Мелрод']",['Джордж Фентон'],"['США', 'Великобритания']","['Джеймс Остин Стюарт', 'Тиффани Л. Кертц']","['Джон Бирн', 'Карл Джонс']",['Джон Феннер'],[],2005,76.0,1228872.0,430060.0,,,,2005,2005.0,2005.0,,
Лови волну!,https://www.filmpro.ru/movies/8357,9.5,161,"['лови', 'волна']","['Комедия', 'Мультфильм', 'Семейный фильм']","['Крис Бак', 'Эш Браннон']","['Крис Дженкинсон', 'Андреа Милоро', 'Лидия Боттегони']",['Крис Дженкинсон'],['Майкл Данна'],[],[],[],[],[],2007,85.0,5394679.0,1303062.0,85000000.0,145167694.0,58867694.0,2007,2007.0,2011.0,,
Цыпленок Цыпа,https://www.filmpro.ru/movies/13109,9.5,321,"['цыплёнок', 'цыпа']","['Комедия', 'Мультфильм', 'Приключения']",['Марк Диндал'],['Рэнди Фуллмер'],"['Дэвид Рейнольдс', 'Рон Андерсон', 'Джосанн МакГибон', 'Дэниэл Джерсон', 'Марк Кеннеди', 'Марк Диндал', 'Сара Пэрриотт', 'Стив Бенчич', 'Рон Дж. Фридман', 'Роберт Л. Бейрд', 'Сандра Цинг Ло']",['John Debney'],['США'],['Дэн Молина'],"['Дэн Купер', 'Дэвид Вомерсли', 'Йен Гудинг']",[],[],2005,81.0,2551539.0,0.0,,,,2005,2005.0,2010.0,,
Роботы,https://www.filmpro.ru/movies/13550,9.4,203,['робот'],"['Комедия', 'Мультфильм', 'Приключения']","['Крис Уэдж', 'Карлос Салдана']","['Кристофер Меледандри', 'Уильям Джойс', 'Джерри Дэвис', 'Боб Гордон', 'Лорни Орлинз', 'Джон С. Донкин']","['Лауэлл Ганц', 'Бэбалу Мэндел', 'Джим МакКлейн', 'Дэвид Линдси-Эбейр', 'Рон Мита']",['Джон Пауэлл'],['США'],['Джон Карнокэн'],"['Уильям Джойс', 'Стив Мартино']",[],[],2005,91.0,2126429.0,0.0,,,,2005,2005.0,,,
Делай ноги 2,https://www.filmpro.ru/movies/6301,9.4,201,"['делать', 'нога']","['Комедия', 'Мультфильм', 'Семейный фильм', 'Музыкальный фильм']",['Джордж Миллер'],['Джордж Миллер'],['Джордж Миллер'],"['Powell', 'John (I)']",['Австралия'],[],[],[],"['2D', '3D', 'IMAX']",2011,100.0,6364908.0,920319.0,,,,2011,2011.0,,,
Сезон Охоты: Байки из леса,https://www.filmpro.ru/movies/335521,9.4,208,"['сезон', 'охота', 'байка', 'лес']","['Комедия', 'Мультфильм', 'Приключения']",['Дэвид Фейсс'],"['Майкл Хефферон', 'Джон Буш', 'Барбара Зелински']","['Стив Мур', 'Джон Нортон', 'Стив Барр', 'Дэвид Фейсс', 'Карлос Коткин', 'Энтони Стаччи', 'Джон Б. Карлс', 'Джилл Калтон', 'Пол МакЭвой']","['Руперт Грегсон-Уильямс', 'Доминик Льюис']",['США'],['Морисса Хорвитц'],[],[],[],2015,84.0,589987.0,258287.0,,,,2016,2015.0,,,
Сезон охоты,https://www.filmpro.ru/movies/11774,9.4,260,"['сезон', 'охота']","['Комедия', 'Мультфильм', 'Приключения']","['Роджер Аллерс', 'Энтони Стаччи', 'Джилл Калтон']","['Стив Мур', 'Андреа Милоро', 'Джон Б. Карлс', 'Базз Хэйс', 'Эми Юпитер']","['Стив Мур', 'Дэн Уилсон', 'Нат Молдин', 'Стив Бенчич', 'Рон Дж. Фридман', 'Сэм Харпер', 'Энтони Стаччи', 'Джилл Калтон', 'Джон Б. Карлс', 'Дэвид Джилбрет']","['Рамин Джавади', 'Пол Вестерберг']",['США'],"['Кен Соломон', 'Пэм Зигенхаген']","['Майкл Хемфрис', 'Люк Десмаршелье', 'Эндрю Эдвард Харкнесс', 'Картер Гудрич']",[],[],2006,83.0,6541143.0,0.0,,,,2006,2006.0,2009.0,,
Индюки: Назад в будущее 3D,https://www.filmpro.ru/movies/9187,9.4,183,"['индюк', 'будущее']","['Комедия', 'Мультфильм', 'Приключения']",['Джимми Хейуорд'],"['Крэйг Мейзин', 'Питер Фаррелли', 'Джеффри Стотт', 'Джон Дж. Штраусс', 'Кэри Грэнат', 'Эд Джонс']","['Крэйг Мейзин', 'Джон Дж. Штраусс']",['Доминик Льюис'],['США'],['Джон Вензон'],[],[],"['2D', '3D']",2013,91.0,5989768.0,892313.0,,,,2013,2013.0,2013.0,2013.0,
Лесная братва,https://www.filmpro.ru/movies/332867,9.4,269,"['лесной', 'братва']","['Комедия', 'Мультфильм', 'Приключения']","['Кэри Киркпатрик', 'Тим Джонсон']","['Бонни Арнольд', 'Кристиан Кубш', 'Эллен Косс']","['Лен Блум', 'Лорн Кэмерон', 'Дэвид Хоселтон']",['Руперт Грегсон-Уильямс'],['США'],['Джон К. Карр'],[],[],[],2006,83.0,7070591.0,1888847.0,,,,2006,2006.0,,,
Союз зверей,https://www.filmpro.ru/movies/19008,9.4,152,"['союз', 'зверь']","['Комедия', 'Мультфильм', 'Семейный фильм', 'Приключения']","['Райнхард Клоосс', 'Хольгер Таппе']","['Мартин Московиц', 'Экхарт Шмидт', 'Райнхард Клоосс', 'Бернхард Тюр', 'Хольгер Таппе']","['Эрих Кёстнер', 'Райнхард Клоосс', 'Оливер Хузли', 'Свен Северин']",['Дэвид Ньюман'],[],['Александр Диттнер'],"['Хеннинг Алерс', 'Дженс Бенеке']",[],"['2D', '3D']",2010,93.0,5032592.0,784884.0,,,,2010,2010.0,2010.0,,
Кот Гром и заколдованный дом 3D,https://www.filmpro.ru/movies/4835,9.4,143,"['кот', 'гром', 'заколдованный', 'дом']","['Мультфильм', 'Семейный фильм']","['Бен Стассен', 'Джереми Дегрусон']","['Бен Стассен', 'Оливье Курсон', 'Кэролайн Ван Айсегем', 'Эрик Дилленс']","['Джеймс Флинн', 'Бен Стассен', 'Доминик Пари']",['Рамин Джавади'],"['США', 'Бельгия']",[],[],[],"['2D', '3D']",2013,85.0,5782243.0,1025090.0,34000000.0,,,2014,2013.0,2014.0,,
Ноев ковчег,https://www.filmpro.ru/movies/15053,9.4,109,"['ноев', 'ковчег']","['Мультфильм', 'Семейный фильм', 'Приключения', 'Мюзикл', 'Фэнтези']",['Хуан Пабло Бускарини'],"['Пабло Босси', 'Хуан Вера', 'Камилло Тети', 'Хуан Пабло Галли', 'Алехандро Качетта', 'Роберто Ди Джироламо', 'Эриель Сауль', 'Джулиана Мигани', 'Патрицио Тобаль']","['Хуан Пабло Бускарини', 'Энрике Кортес', 'Аксель Начер', 'Фернандо Шмидт', 'Барбара Ди Джироламо']","['Андрес Гольдштейн', 'Даниэль Тарраб']","['Аргентина', 'Италия']","['Сезар Кустодио', 'Массимо Кроук']",['Себастьян Баррейро'],[],[],2007,88.0,506228.0,0.0,,,,2007,2007.0,,,
Приключения пиратов в стране овощей,https://www.filmpro.ru/movies/332965,9.4,124,"['приключение', 'пират', 'страна', 'овощ']","['Комедия', 'Мультфильм', 'Приключения']","['Фил Вишер', 'Майк Навроцки', 'Ярослава Турылёва']","['Фил Вишер', 'Джон Ваба', 'Терри Ботвик']","['Фил Вишер', 'Майк Навроцки', 'Тим Ходж']","['Фил Вишер', 'Курт Хейнеке', 'Дэвид Маллен']",['США'],['Джон Ваба'],[],[],[],2002,82.0,27891.0,0.0,14000000.0,,,2003,2002.0,,,
Тэд-путешественник и тайна царя Мидаса,https://www.filmpro.ru/movies/339349,9.4,115,"['тэд', 'путешественник', 'тайна', 'царь', 'мидаса']",['Мультфильм'],['Энрике Гато'],['Эдмон Рош'],"['Хавьер Лопез Баррейра', 'Нил Ландау']",['Закариас М. Де Ла Рива'],['Испания'],['Александр Адам'],[],[],[],2017,86.0,852895.0,251538.0,,,,2017,,,,
Сезон охоты 2,https://www.filmpro.ru/movies/332858,9.4,222,"['сезон', 'охота']","['Комедия', 'Мультфильм', 'Приключения']","['Мэттью О’Каллаган', 'Тодд Вилдерман']","['Андреа Милоро', 'Джилл Калтон', 'Мэттью О’Каллаган', 'Кирк Бодифелт']",[],['Рамин Джавади'],['США'],"['Стивен Лью', 'Джимми Сандовал', 'Патрик Дж. Вётберг']",[],[],[],2008,76.0,6173005.0,1139271.0,,,,2008,2008.0,,,
Победитель,https://www.filmpro.ru/movies/16388,9.4,27,['победитель'],"['Комедия', 'Мультфильм', 'Приключения']","['Кристофер Рив', 'Дэн Ст. Пьер', 'Колин Брэйди']","['Кристофер Рив', 'Джанет Хили', 'Джерри Дэвис', 'Моррис Бергер', 'Дана Рив', 'Стефен Р. Браун', 'Рон Тайпп', 'Игорь Хайт', 'Шерил Эбуд', 'Кайл Кларк']","['Роб Кертц', 'Джефф Хэнд', 'Ховард Йонас']",['John Debney'],"['США', 'Канада']",['Джон Брайант'],['Дэн Ст. Пьер'],"['Жан Карли', 'Энди Ванг']",[],2006,88.0,663709.0,0.0,,,,2006,2006.0,,,
Вольт,https://www.filmpro.ru/movies/12902,9.4,156,['вольт'],"['Комедия', 'Мультфильм', 'Приключения']","['Крис Уильямс', 'Байрон Ховард']","['Джон Лассетер', 'Кларк Спенсер', 'Макул Уигерт']","['Крис Уильямс', 'Байрон Ховард', 'Джаред Штерн', 'Дэн Фогельман']",['Джон Пауэлл'],[],['Тим Мертенс'],['Пол А. Феликс'],[],[],2008,96.0,12367903.0,2032618.0,,,,2008,2008.0,2009.0,,
Аисты,https://www.filmpro.ru/movies/333854,9.4,110,['аист'],"['Комедия', 'Мультфильм', 'Приключения']",['Николас Столлер'],"['Фил Лорд', 'Кристофер Миллер', 'Николас Столлер', 'Гленн Фикарра', 'Джон Рекуа', 'Джаред Штерн', 'Брэд Льюис']",['Николас Столлер'],[],['США'],['Джон Вензон'],[],[],"['2D', '3D']",2016,,4941498.0,1486651.0,,,,2016,2016.0,,,
Делай ноги,https://www.filmpro.ru/movies/8879,9.4,196,"['делать', 'нога']","['Комедия', 'Мультфильм', 'Семейный фильм']","['Джордж Миллер', 'Джуди Моррис', 'Уоррен Коулмэн']",[],"['Джордж Миллер', 'Джон Колли', 'Уоррен Коулмэн']",['Джон Пауэлл'],"['США', 'Австралия']",[],[],['Дэвид Пирс'],[],2006,108.0,3033776.0,0.0,100000000.0,384330479.0,198000317.0,2006,2006.0,2011.0,,
Гадкий утенок и я,https://www.filmpro.ru/movies/11685,9.4,129,"['гадкий', 'утёнок']","['Комедия', 'Мультфильм', 'Приключения']","['Карстен Килерих', 'Майкл Хэгнер']","['Андерс Мастрап', 'Ральф Кристианс', 'Филипп Делару', 'Ирен Спарре Хёртой', 'Глэдис Моршуан', 'Даина Сакко']","['Ганс Кристиан Андерсен', 'Карстен Килерих', 'Марк Ходкинсон', 'Майкл Хэгнер']",['Джейкоб Грот'],"['Ирландия', 'Дания', 'Германия', 'Великобритания', 'Франция']","['Торбьорн Кристофферсен', 'Пер Рисагер', 'Вирджил Каструп']",['Стэн Местертон'],[],[],2006,89.0,1209643.0,0.0,,,,2006,2006.0,,,
Звёздные собаки: Белка и Стрелка,https://www.filmpro.ru/movies/8310,9.4,130,"['звёздный', 'собака', 'белка', 'стрелка']","['Комедия', 'Мультфильм', 'Приключения']","['Святослав Ушаков', 'Инна Евланникова']",[],[],[],['Россия'],[],[],[],"['2D', '3D']",2010,88.0,6234153.0,1099443.0,,7366316.0,,2010,2010.0,2010.0,,
Реальная белка 2,https://www.filmpro.ru/movies/337618,9.4,282,"['реальный', 'белка']","['Комедия', 'Мультфильм', 'Приключения']",['Каллэн Брункер'],"['Боб Барлен', 'Майк Карц', 'Гарри Линден', 'Уильям Байндли', 'Ли Ён-ги', 'Сок Юн', 'Дэниэл У', 'Ходжин Ха', 'Ан Хон-джу']","['Боб Барлен', 'Каллэн Брункер', 'Питер Лепениотис', 'Скотт Байндли', 'Дэниэл У']",['Эйтор Перейра'],"['США', 'Канада', 'Южная Корея']",['Пол Хантер'],[],[],[],2017,95.0,2558717.0,771658.0,,,,2017,2017.0,,,
Рио 2,https://www.filmpro.ru/movies/6259,9.4,129,['рио'],"['Комедия', 'Мультфильм', 'Приключения']",['Карлос Салдана'],"['Брюс Андерсон', 'Джон С. Донкин']","['Карлос Салдана', 'Дон Раймер']",['Джон Пауэлл'],['США'],[],[],['Ренато Фалькао'],"['2D', '3D']",2014,101.0,26688724.0,4458045.0,,,,2014,2014.0,2014.0,2014.0,
Рок Дог,https://www.filmpro.ru/movies/334447,9.4,102,"['рок', 'дог']","['Комедия', 'Мультфильм', 'Приключения']",['Эш Браннон'],"['Лорен Селиг', 'Дэвид Б. Миллер', 'Кайл Кларк', 'Джан Женг', 'Чак Пейл', 'Эмбер Ванг', 'Майк Бандли']","['Эш Браннон', 'Курт Воелькер', 'Денис Брэдли']",['Рольф Кент'],"['США', 'Китай']",['Иван Биланкио'],[],[],"['2D', '3D']",2016,80.0,1522085.0,423884.0,50000000.0,,,2017,2016.0,,,
Приключения Десперо,https://www.filmpro.ru/movies/283011,9.4,120,"['приключение', 'десперо']","['Комедия', 'Мультфильм', 'Приключения']","['Сэм Фелл', 'Роберт Стивенхейген']","['Райан Кэвэна', 'Гэри Росс', 'Дэвид Липман', 'Уильям Сарджент', 'Робин Бисселл', 'Эллисон Томас', 'Трэйси Шоу', 'Селия Бойделл', 'Кейси Кроу', 'Пейю Х. Фоли', 'Ямал МакЛемор']","['Гэри Росс', 'Крис Вискарди', 'Уилл МакРобб', 'Кейт Дикамилло']",['Уильям Росс'],[],['Марк Соломон'],"['Оливье Адам', 'Евгений Томов']",['Брэд Блэкборн'],[],2008,93.0,3961986.0,855890.0,,,,2008,2008.0,2009.0,,
Нико: Путь к звездам,https://www.filmpro.ru/movies/14747,9.4,67,"['нико', 'путь', 'звезда']",['Мультфильм'],['Майкл Хэгнер'],"['Андерс Мастрап', 'Ральф Кристианс', 'Эмели Кристианс', 'Марк Габизон', 'Яна Бол', 'Ирен Спарре Хёртой', 'Виола Люттен', 'Лизе Энн Манджино', 'Кристел Тёлдсепп', 'Джаана Ховинен']",['Марк Ходкинсон'],['Стефен МакКеон'],[],['Пер Рисагер'],['Микко Питканен'],[],[],2008,80.0,683830.0,192143.0,,,,2008,2008.0,2009.0,,
Самолёты: Огонь и вода,https://www.filmpro.ru/movies/7939,9.4,185,"['самолёты', 'огонь', 'вода']","['Комедия', 'Мультфильм', 'Семейный фильм', 'Приключения']",['Роберт Ганнавей'],['Джон Лассетер'],['Джеффри М. Ховард'],['Марк Манчина'],['США'],['Дэн Молина'],[],[],"['2D', '3D']",2014,83.0,6553681.0,1223702.0,,,,2014,2014.0,2014.0,2014.0,
Хортон,https://www.filmpro.ru/movies/13763,9.3,116,['хортон'],"['Комедия', 'Мультфильм', 'Приключения']","['Джимми Хейуорд', 'Стив Мартино']","['Кристофер Меледандри', 'Крис Уэдж', 'Брюс Андерсон', 'Боб Гордон', 'Одри Гейсел']","['Доктор Сюсс', 'Кен Даурио', 'Синко Пол', 'Джефф Сьергей']",['Джон Пауэлл'],[],['Тим Нордквист'],"['Томас Кардон', 'Мелани Мартини']",[],[],2008,86.0,7461519.0,0.0,,,,2008,2008.0,2009.0,,
Альфа и Омега: Клыкастая братва,https://www.filmpro.ru/movies/8404,9.3,106,"['альфа', 'омега', 'клыкастый', 'братва']","['Комедия', 'Мультфильм', 'Приключения']",[],['Ричард Рич'],[],[],"['США', 'Индия']",[],[],[],"['2D', '3D']",2010,88.0,3824844.0,519225.0,20000000.0,50507267.0,25107267.0,2010,2010.0,2010.0,2010.0,
Ледниковый период: Столкновение неизбежно,https://www.filmpro.ru/movies/9509,9.3,336,"['ледниковый', 'период', 'столкновение', 'неизбежный']","['Комедия', 'Мультфильм', 'Приключения']","['Гален Т. Чу', 'Майк Тёрмайер']","['Крис Уэдж', 'Карлос Салдана', 'Лори Форте']","['Майкл Дж. Уилсон', 'Обри Соломон', 'Майкл Берг']",['Марк Мазерсбо'],['США'],['Джеймс Палумбо'],[],['Ренато Фалькао'],"['2D', '3D', 'IMAX']",2016,94.0,15393047.0,4580237.0,,,,2016,2016.0,,,
Сказ о Петре и Февронии,https://www.filmpro.ru/movies/338537,9.2,49,"['сказ', 'пётр', 'феврония']",['Мультфильм'],"['Юрий Рязанов', 'Юрий Кулаков']",['Юрий Рязанов'],"['Юрий Рязанов', 'Юрий Кулаков', 'Михаил Бобровник', 'Оксана Тарабанова', 'Екатерина Полосухина']",['Виктор Чайка'],['Россия'],['Ольга Гриншпун'],[],[],[],2017,85.0,820968.0,289341.0,,,,2017,,,,
Большое путешествие,https://www.filmpro.ru/movies/332890,9.2,150,"['большой', 'путешествие']","['Комедия', 'Мультфильм', 'Приключения']",['Стив ’Спаз’ Уильямс'],"['Бо Флинн', 'Эд Дектер', 'Джим Бертон', 'Клинт Голдман']","['Марк Гибсон', 'Эд Дектер', 'Филип Хэлприн', 'Стив ’Спаз’ Уильямс']",['Алан Сильвестри'],"['США', 'Канада']",['Скотт Болкерек'],[],[],[],2006,94.0,3226083.0,0.0,,,,2006,2006.0,,,
Элвин и бурундуки 3,https://www.filmpro.ru/movies/8695,9.2,100,"['элвин', 'бурундук']","['Комедия', 'Мультфильм', 'Семейный фильм', 'Музыкальный фильм', 'Фэнтези']",['Майк Митчел'],['Нил А. Мачлиз'],['Гленн Бергер'],[],[],[],[],[],[],2011,87.0,7016585.0,1241524.0,75000000.0,338745611.0,133110742.0,2011,2011.0,2012.0,,
Тачки,https://www.filmpro.ru/movies/6221,9.1,313,['тачка'],"['Комедия', 'Мультфильм', 'Семейный фильм']","['Джон Лассетер', 'Джо Рэнфт']",[],"['Джон Лассетер', 'Бонни Хант', 'Дон Лейк']",['Рэнди Ньюман'],['США'],[],[],['Джереми Ласки'],[],2006,117.0,4002039.0,0.0,120000000.0,461981604.0,244082982.0,2006,2006.0,2009.0,,
Уоллес и Громит: Проклятие кролика-оборотня,https://www.filmpro.ru/movies/16456,9.1,74,"['уоллес', 'громит', 'проклятие', 'кролик', 'оборотня']","['Комедия', 'Мультфильм', 'Семейный фильм', 'Приключения']","['Ник Парк', 'Стив Бокс']","['Питер Лорд', 'Дэвид Спрокстон', 'Майкл Роуз', 'Ник Парк', 'Клер Дженнингс', 'Карла Шелли', 'Сесил Крамер']","['Марк Бертон', 'Боб Бэйкер', 'Ник Парк', 'Стив Бокс']",['Джулиан Нотт'],"['США', 'Великобритания']","['Дэвид МакКормик', 'Грегори Перлер', 'Ангхарад Оуэн']","['Сара Холдрен', 'Фил Льюис', 'Мэтт Перри', 'Аластер Грин']","['Тристан Оливер', 'Дэйв Алекс Риддетт']",[],2005,85.0,1797279.0,589640.0,,,,2005,2005.0,,,
Жили-были,https://www.filmpro.ru/movies/336754,9.0,23,['жить'],['Комедия'],['Эдуард Парри'],[],"['Алексей Бородачёв', 'Екатерина Сарычева']",[],['Россия'],[],[],['Мария Соловьева'],[],2017,85.0,21446.0,8450.0,,,,2018,,,,
Тэд Джонс и Затерянный город,https://www.filmpro.ru/movies/6212,9.0,84,"['тэд', 'джонс', 'затерянный', 'город']","['Комедия', 'Мультфильм', 'Приключения']",['Энрике Гато'],"['Альваро Аугустин', 'Гислен Баруа', 'Нил Ландау', 'Эдмон Рош', 'Хавьер Угарте', 'Вернер Шулер Шутц', 'Виктория Боррас', 'Хулио Ариза', 'Анхель Бласко']","['Нил Ландау', 'Игнасио Дел Мораль', 'López Barreira', 'Javier', 'Gorka Magallón', 'Вероника Фернандез']","['Riva', 'Zacarías M. de la']",['Испания'],[],[],[],"['2D', '3D']",2012,92.0,474195.0,67284.0,,,,2012,2012.0,2013.0,2013.0,
Ледниковый период 3: Эра динозавров,https://www.filmpro.ru/movies/8303,8.9,415,"['ледниковый', 'период', 'эра', 'динозавр']","['Боевик', 'Мультфильм', 'Приключения']","['Карлос Салдана', 'Майк Трумейер']",[],['Майкл Берг'],[],['США'],[],[],[],"['2D', '3D']",2009,94.0,44923323.0,8460076.0,90000000.0,886684521.0,196573705.0,2009,2009.0,,,
Любопытный Джордж,https://www.filmpro.ru/movies/12568,8.9,63,"['любопытный', 'джордж']","['Комедия', 'Мультфильм', 'Приключения']",['Мэттью О’Каллаган'],"['Рон Ховард', 'Джон Шапиро', 'Бонн Редфорд', 'Кен Тсумара', 'Дэвид Бернарди', 'Мэри Элис Драмм']","['Майк Уэрб', 'Кен Кауфман', 'Маргарет Рей', 'Х.А. Рей']",['Эйтор Перейра'],['США'],['Джули Роджерс'],['Ярроу Чейни'],[],[],2006,86.0,90331.0,0.0,,,,2006,2006.0,,,
Ханна: Нерассказанная история буддизма,https://www.filmpro.ru/movies/338790,8.9,22,"['ханна', 'нерассказанный', 'история', 'буддизм']","['Биографический фильм', 'Документальный фильм', 'Исторический фильм']","['Адам Пенни', 'Марта Дьердь-Кесслер']","['Адам Пенни', 'Питер Пенни', 'Марта Дьердь-Кесслер', 'Джон Айрес']","['Адам Пенни', 'Марта Дьердь-Кесслер']","['Крис Хилл', 'Том Хикокс']","['Непал', 'Гонконг', 'Индия', 'Венгрия', 'Бахрейн', 'Дания', 'Испания', 'Германия', 'Великобритания']","['Саймон Баркер', 'Хэмиш Лионс']",[],['Гай Нисбетт'],[],2014,90.0,,,,,,2017,,,,
Подводная братва,https://www.filmpro.ru/movies/8498,8.9,186,"['подводный', 'братва']","['Комедия', 'Мультфильм', 'Приключения']","['Роб Леттерман', 'Бибо Бержерон', 'Вики Дженсон']","['Джеффри Катценберг', 'Джанет Хили', 'Эллисон Лион Сеган', 'Марк Свифт', 'Билл Дамашке']","['Роб Леттерман', 'Майкл Джей Уилсон', 'Б.Дж. Портер', 'Скотт Окерман']",['Ханс Циммер'],['США'],"['Джон Вензон', 'Питер Лонсдэйл']",['Дэн Ст. Пьер'],[],[],2004,90.0,4953998.0,1574921.0,75000000.0,363530196.0,160861908.0,2004,2004.0,2011.0,,
